Times;Class_based_Speed;First_Classification;Snd_Classification;Heuristic_correction;States_REAL;States_Simio;Speed(km/h)
20093;1;1;1;1;1;1;4
20094;1;1;1;1;1;1;4
20095;1;1;1;1;1;1;4
20096;1;1;1;1;1;1;4
20097;1;1;1;1;1;1;5
20098;1;1;1;1;1;1;3
20099;1;1;1;1;1;1;3
20100;1;1;1;1;1;1;4
20101;1;1;1;1;1;1;3
20102;1;1;1;1;1;1;4
20103;1;1;1;1;1;1;4
20104;1;1;1;1;1;1;4
20105;1;1;1;1;1;1;3
20106;1;1;1;1;1;1;3
20107;1;1;1;1;1;1;2
20108;1;1;1;1;1;1;2
20109;1;1;1;1;1;1;2
20110;1;1;1;1;1;1;3
20111;1;1;1;1;1;1;2
20112;1;1;1;1;1;1;4
20113;1;1;1;1;1;1;2
20114;1;1;1;1;1;1;2
20115;1;1;1;1;1;1;2
20116;1;1;1;1;1;1;2
20117;1;1;1;1;1;1;3
20118;1;1;1;1;1;1;1
20119;1;1;1;1;1;1;3
20120;1;1;1;1;1;1;1
20121;1;1;1;1;1;1;2
20122;1;1;1;1;1;1;2
20123;1;1;1;1;1;1;2
20124;1;1;1;1;1;1;3
20125;1;1;1;1;1;1;2
20126;1;1;1;1;1;1;2
20127;1;1;1;1;1;1;2
20128;1;1;1;1;1;1;3
20129;1;1;1;1;1;1;4
20130;1;1;1;1;1;1;3
20131;1;1;1;1;1;1;2
20132;1;1;1;1;1;1;3
20133;1;1;1;1;1;1;2
20134;1;1;1;1;1;1;2
20135;1;1;1;1;1;1;2
20136;1;1;1;1;1;1;1
20137;0;1;1;1;1;1;0
20138;1;1;1;1;1;1;1
20139;0;1;1;1;1;1;0
20140;1;1;1;1;1;1;2
20141;1;1;1;1;1;1;2
20142;1;1;1;1;1;1;4
20143;1;1;1;1;1;1;1
20144;0;1;1;1;1;1;0
20145;1;1;1;1;1;1;3
20146;1;1;1;1;1;1;3
20147;1;1;1;1;1;1;2
20148;1;1;1;1;1;1;1
20149;1;1;1;1;1;1;1
20150;1;1;1;1;1;1;2
20151;0;1;1;1;1;1;0
20152;1;1;1;1;1;1;2
20153;1;1;1;1;1;1;4
20154;1;1;1;1;1;1;2
20155;1;1;1;1;1;1;1
20156;1;1;1;1;1;1;1
20157;0;1;1;1;1;1;0
20158;1;1;1;1;1;1;2
20159;0;1;1;1;1;1;0
20160;1;1;1;1;1;1;2
20161;1;1;1;1;1;1;1
20162;1;1;1;1;1;1;1
20163;0;1;1;1;1;1;0
20164;1;1;1;1;1;1;3
20165;1;1;1;1;1;1;1
20166;1;1;1;1;1;1;1
20167;1;1;1;1;1;1;1
20168;1;1;1;1;1;1;1
20169;1;1;1;1;1;1;1
20170;1;1;1;1;1;1;1
20171;1;1;1;1;1;1;2
20172;1;1;1;1;1;1;1
20173;1;1;1;1;1;1;2
20174;1;1;1;1;1;1;1
20175;0;1;1;1;1;1;0
20176;0;1;1;1;1;1;0
20177;1;1;1;1;1;1;2
20178;1;1;1;1;1;1;1
20179;0;1;1;1;1;1;0
20180;1;1;1;1;1;1;1
20181;1;1;1;1;1;1;1
20182;1;1;1;1;1;1;2
20183;1;1;1;1;1;1;1
20184;1;1;1;1;1;1;3
20185;1;1;1;1;1;1;2
20186;1;1;1;1;1;1;1
20187;1;1;1;1;1;1;1
20188;1;1;1;1;1;1;2
20189;1;1;1;1;1;1;3
20190;1;1;1;1;1;1;2
20191;1;1;1;1;1;1;1
20192;1;1;1;1;1;1;2
20193;0;1;1;1;1;1;0
20194;1;1;1;1;1;1;1
20195;1;1;1;1;1;1;2
20196;1;1;1;1;1;1;2
20197;1;1;1;1;1;1;3
20198;1;1;1;1;1;1;2
20199;1;1;1;1;1;1;2
20200;1;1;1;1;1;1;2
20201;1;1;1;1;1;1;2
20202;1;1;1;1;1;1;2
20203;1;1;1;1;1;1;2
20204;1;1;1;1;1;1;1
20205;1;1;1;1;1;1;2
20206;1;1;1;1;1;1;2
20207;1;1;1;1;1;1;2
20208;1;1;1;1;1;1;2
20209;1;1;1;1;1;1;2
20210;1;1;1;1;1;1;2
20211;1;1;1;1;1;1;1
20212;1;1;1;1;1;1;2
20213;1;1;1;1;1;1;2
20214;1;1;1;1;1;1;1
20215;1;1;1;1;1;1;2
20216;1;1;1;1;1;1;2
20217;1;1;1;1;1;1;2
20218;1;1;1;1;1;1;2
20219;1;1;1;1;1;1;2
20220;1;1;1;1;1;1;2
20221;1;1;1;1;1;1;2
20222;1;1;1;1;1;1;2
20223;1;1;1;1;1;1;1
20224;1;1;1;1;1;1;2
20225;1;1;1;1;1;1;2
20226;1;1;1;1;1;1;3
20227;1;1;1;1;1;1;2
20228;1;1;1;1;1;1;3
20229;1;1;1;1;1;1;3
20230;1;1;1;1;1;1;3
20231;1;1;1;1;1;1;2
20232;1;1;1;1;1;1;3
20233;1;1;1;1;1;1;2
20234;1;1;1;1;1;1;1
20235;1;1;1;1;1;1;1
20236;1;1;1;1;1;1;2
20237;1;1;1;1;1;1;2
20238;1;1;1;1;1;1;2
20239;1;1;1;1;1;1;2
20240;1;1;1;1;1;1;2
20241;1;1;1;1;1;1;3
20242;1;1;1;1;1;1;2
20243;0;1;1;1;1;1;0
20244;1;1;1;1;1;1;1
20245;1;1;1;1;1;1;2
20246;1;1;1;1;1;1;3
20247;1;1;1;1;1;1;3
20248;1;1;1;1;1;1;2
20249;1;1;1;1;1;1;2
20250;1;1;1;1;1;1;4
20251;1;1;1;1;1;1;2
20252;1;1;1;1;1;1;4
20253;1;1;1;1;1;1;3
20254;1;1;1;1;1;1;2
20255;1;1;1;1;1;1;4
20256;1;1;1;1;1;1;4
20257;1;1;1;1;1;1;4
20258;1;1;1;1;1;1;4
20259;1;1;1;1;1;1;3
20260;1;1;1;1;1;1;3
20261;1;1;1;1;1;1;4
20262;1;1;1;1;1;1;4
20263;1;1;1;1;1;1;4
20264;1;1;1;1;1;1;4
20265;1;1;1;1;1;1;4
20266;1;1;1;1;1;1;4
20267;1;1;1;1;1;1;3
20268;1;1;1;1;1;1;3
20269;1;1;1;1;1;1;2
20270;1;1;1;1;1;1;2
20271;1;1;1;1;1;1;1
20272;1;1;1;1;1;1;2
20273;1;1;1;1;1;1;3
20274;1;1;1;1;1;1;2
20275;1;1;1;1;1;1;1
20276;1;1;1;1;1;1;1
20277;1;1;1;1;1;1;1
20278;1;1;1;1;1;1;3
20279;1;1;1;1;1;1;2
20280;1;1;1;1;1;1;2
20281;1;1;1;1;1;1;1
20282;1;1;1;1;1;1;2
20283;1;1;1;1;1;1;1
20284;1;1;1;1;1;1;2
20285;1;1;1;1;1;1;1
20286;1;1;1;1;1;1;1
20287;1;1;1;1;1;1;2
20288;1;1;1;1;1;1;2
20289;1;1;1;1;1;1;4
20290;1;1;1;1;1;1;3
20291;1;1;1;1;1;1;2
20292;1;1;1;1;1;1;2
20293;1;1;1;1;1;1;2
20294;1;1;1;1;1;1;3
20295;1;1;1;1;1;1;3
20296;1;1;1;1;1;1;2
20297;1;1;1;1;1;1;1
20298;1;1;1;1;1;1;1
20299;1;1;1;1;1;1;2
20300;1;1;1;1;1;1;2
20301;0;1;1;1;1;1;0
20302;1;1;1;1;1;1;1
20303;1;1;1;1;1;1;2
20304;1;1;1;1;1;1;2
20305;1;1;1;1;1;1;1
20306;1;1;1;1;1;1;3
20307;1;1;1;1;1;1;2
20308;1;1;1;1;1;1;3
20309;1;1;1;1;1;1;3
20310;1;1;1;1;1;1;3
20311;1;1;1;1;1;1;3
20312;1;1;1;1;1;1;4
20313;1;1;1;1;1;1;2
20314;1;1;1;1;1;1;3
20315;1;1;1;1;1;1;8
20316;0;2;1;1;1;1;13
20317;0;2;1;1;1;1;10
20318;1;1;1;1;1;1;4
20319;1;1;1;1;1;1;4
20320;1;1;1;1;1;1;6
20321;1;1;1;1;1;1;7
20322;1;1;1;1;1;1;9
20323;1;1;1;1;1;1;7
20324;1;1;1;1;1;1;8
20325;1;1;1;1;1;1;7
20326;1;1;1;1;1;1;8
20327;1;1;1;1;1;1;8
20328;1;1;1;1;1;1;8
20329;1;1;1;1;1;1;7
20330;1;1;1;1;1;1;5
20331;1;1;1;1;1;1;3
20332;1;1;1;1;1;1;3
20333;1;1;1;1;1;1;2
20334;1;1;1;1;1;1;2
20335;1;1;1;1;1;1;3
20336;1;1;1;1;1;1;4
20337;1;1;1;1;1;1;3
20338;1;1;1;1;1;1;3
20339;1;1;1;1;1;1;2
20340;1;1;1;1;1;1;1
20341;1;1;1;1;1;1;2
20342;1;1;1;1;1;1;2
20343;1;1;1;1;1;1;3
20344;1;1;1;1;1;1;4
20345;1;1;1;1;1;1;4
20346;1;1;1;1;1;1;3
20347;1;1;1;1;1;1;4
20348;1;1;1;1;1;1;5
20349;1;1;1;1;1;1;5
20350;1;1;1;1;1;1;5
20351;1;1;1;1;1;1;5
20352;1;1;1;1;1;1;5
20353;1;1;1;1;1;1;5
20354;1;1;1;1;1;1;4
20355;1;1;1;1;1;1;4
20356;1;1;1;1;1;1;3
20357;1;1;1;1;1;1;3
20358;1;1;1;1;1;1;3
20359;1;1;1;1;1;1;3
20360;1;1;1;1;1;1;3
20361;1;1;1;1;1;1;3
20362;1;1;1;1;1;1;4
20363;1;1;1;1;1;1;4
20364;1;1;1;1;1;1;4
20365;1;1;1;1;1;1;4
20366;1;1;1;1;1;1;4
20367;1;1;1;1;1;1;4
20368;1;1;1;1;1;1;4
20369;1;1;1;1;1;1;4
20370;1;1;1;1;1;1;4
20371;1;1;1;1;1;1;4
20372;1;1;1;1;1;1;5
20373;1;1;1;1;1;1;4
20374;1;1;1;1;1;1;4
20375;1;1;1;1;1;1;5
20376;1;1;1;1;1;1;4
20377;1;1;1;1;1;1;4
20378;1;1;1;1;1;1;4
20379;1;1;1;1;1;1;4
20380;1;1;1;1;1;1;3
20381;1;1;1;1;1;1;3
20382;1;1;1;1;1;1;3
20383;1;1;1;1;1;1;2
20384;1;1;1;1;1;1;2
20385;1;1;1;1;1;1;3
20386;1;1;1;1;1;1;4
20387;1;1;1;1;1;1;4
20388;1;1;1;1;1;1;4
20389;1;1;1;1;1;1;4
20390;1;1;1;1;1;1;4
20391;1;1;1;1;1;1;5
20392;1;1;1;1;1;1;4
20393;1;1;1;1;1;1;5
20394;1;1;1;1;1;1;6
20395;1;1;1;1;1;1;6
20396;1;1;1;1;1;1;7
20397;1;1;1;1;1;1;6
20398;1;1;1;1;1;1;7
20399;1;1;1;1;1;1;6
20400;1;1;1;1;1;1;5
20401;1;1;1;1;1;1;4
20402;1;1;1;1;1;1;4
20403;1;1;1;1;1;1;4
20404;1;1;1;1;1;1;4
20405;1;1;1;1;1;1;4
20406;1;1;1;1;1;1;3
20407;1;1;1;1;1;1;4
20408;1;1;1;1;1;1;3
20409;1;1;1;1;1;1;3
20410;1;1;1;1;1;1;3
20411;1;1;1;1;1;1;3
20412;1;1;1;1;1;1;2
20413;1;1;1;1;1;1;4
20414;1;1;1;1;1;1;2
20415;1;1;1;1;1;1;2
20416;1;1;1;1;1;1;2
20417;1;1;1;1;1;1;2
20418;1;1;1;1;1;1;2
20419;1;1;1;1;1;1;3
20420;1;1;1;1;1;1;3
20421;1;1;1;1;1;1;3
20422;1;1;1;1;1;1;4
20423;1;1;1;1;1;1;4
20424;1;1;1;1;1;1;4
20425;1;1;1;1;1;1;3
20426;1;1;1;1;1;1;2
20427;1;1;1;1;1;1;3
20428;1;1;1;1;1;1;2
20429;1;1;1;1;1;1;3
20430;1;1;1;1;1;1;2
20431;1;1;1;1;1;1;2
20432;1;1;1;1;1;1;1
20433;1;1;1;1;1;1;1
20434;1;1;1;1;1;1;1
20435;0;1;1;1;1;1;0
20436;1;1;1;1;1;1;2
20437;1;1;1;1;1;1;1
20438;1;1;1;1;1;1;1
20439;1;1;1;1;1;1;1
20440;1;1;1;1;1;1;2
20441;1;1;1;1;1;1;2
20442;1;1;1;1;1;1;3
20443;1;1;1;1;1;1;2
20444;1;1;1;1;1;1;2
20445;1;1;1;1;1;1;4
20446;1;1;1;1;1;1;5
20447;1;1;1;1;1;1;5
20448;1;1;1;1;1;1;4
20449;1;1;1;1;1;1;5
20450;1;1;1;1;1;1;5
20451;1;1;1;1;1;1;5
20452;1;1;1;1;1;1;4
20453;1;1;1;1;1;1;4
20454;1;1;1;1;1;1;3
20455;1;1;1;1;1;1;2
20456;1;1;1;1;1;1;4
20457;1;1;1;1;1;1;3
20458;1;1;1;1;1;1;2
20459;1;1;1;1;1;1;4
20460;1;1;1;1;1;1;4
20461;1;1;1;1;1;1;3
20462;1;1;1;1;1;1;2
20463;1;1;1;1;1;1;2
20464;1;1;1;1;1;1;3
20465;1;1;1;1;1;1;2
20466;1;1;1;1;1;1;3
20467;1;1;1;1;1;1;3
20468;1;1;1;1;1;1;4
20469;1;1;1;1;1;1;5
20470;1;1;1;1;1;1;5
20471;1;1;1;1;1;1;5
20472;1;1;1;1;1;1;3
20473;1;1;1;1;1;1;3
20474;1;1;1;1;1;1;2
20475;1;1;1;1;1;1;1
20476;1;1;1;1;1;1;3
20477;1;1;1;1;1;1;3
20478;1;1;1;1;1;1;5
20479;1;1;1;1;1;1;6
20480;1;1;1;1;1;1;4
20481;1;1;1;1;1;1;4
20482;1;1;1;1;1;1;4
20483;1;1;1;1;1;1;3
20484;1;1;1;1;1;1;2
20485;1;1;1;1;1;1;3
20486;1;1;1;1;1;1;4
20487;1;1;1;1;1;1;4
20488;1;1;1;1;1;1;3
20489;1;1;1;1;1;1;4
20490;1;1;1;1;1;1;2
20491;1;1;1;1;1;1;2
20492;1;1;1;1;1;1;1
20493;1;1;1;1;1;1;1
20494;1;1;1;1;1;1;3
20495;1;1;1;1;1;1;2
20496;1;1;1;1;1;1;2
20497;1;1;1;1;1;1;3
20498;1;1;1;1;1;1;3
20499;1;1;1;1;1;1;2
20500;1;1;1;1;1;1;2
20501;1;1;1;1;1;1;3
20502;1;1;1;1;1;1;2
20503;1;1;1;1;1;1;4
20504;1;1;1;1;1;1;3
20505;1;1;1;1;1;1;3
20506;1;1;1;1;1;1;3
20507;1;1;1;1;1;1;2
20508;1;1;1;1;1;1;1
20509;1;1;1;1;1;1;2
20510;1;1;1;1;1;1;1
20511;1;1;1;1;1;1;2
20512;1;1;1;1;1;1;2
20513;1;1;1;1;1;1;3
20514;1;1;1;1;1;1;2
20515;1;1;1;1;1;1;1
20516;1;1;1;1;1;1;2
20517;1;1;1;1;1;1;1
20518;1;1;1;1;1;1;1
20519;1;1;1;1;1;1;1
20520;1;1;1;1;1;1;2
20521;1;1;1;1;1;1;2
20522;1;1;1;1;1;1;3
20523;1;1;1;1;1;1;2
20524;1;1;1;1;1;1;1
20525;1;1;1;1;1;1;1
20526;1;1;1;1;1;1;1
20527;1;1;1;1;1;1;1
20528;1;1;1;1;1;1;4
20529;1;1;1;1;1;1;2
20530;1;1;1;1;1;1;2
20531;1;1;1;1;1;1;1
20532;1;1;1;1;1;1;1
20533;1;1;1;1;1;1;2
20534;1;1;1;1;1;1;1
20535;1;1;1;1;1;1;1
20536;1;1;1;1;1;1;1
20537;1;1;1;1;1;1;1
20538;1;1;1;1;1;1;1
20539;1;1;1;1;1;1;1
20540;1;1;1;1;1;1;1
20541;1;1;1;1;1;1;1
20542;1;1;1;1;1;1;1
20543;1;1;1;1;1;1;1
20544;1;1;1;1;1;1;1
20545;1;1;1;1;1;1;1
20546;1;1;1;1;1;1;1
20547;1;1;1;1;1;1;1
20548;1;1;1;1;1;1;1
20549;1;1;1;1;1;1;1
20550;1;1;1;1;1;1;1
20551;1;1;1;1;1;1;1
20552;1;1;1;1;1;1;1
20553;1;1;1;1;1;1;1
20554;1;1;1;1;1;1;1
20555;1;1;1;1;1;1;2
20556;1;1;1;1;1;1;1
20557;0;1;1;1;1;1;0
20558;1;1;1;1;1;1;2
20559;1;1;1;1;1;1;1
20560;1;1;1;1;1;1;1
20561;1;1;1;1;1;1;1
20562;1;1;1;1;1;1;1
20563;1;1;1;1;1;1;1
20564;1;1;1;1;1;1;1
20565;1;1;1;1;1;1;1
20566;1;1;1;1;1;1;1
20567;1;1;1;1;1;1;1
20568;1;1;1;1;1;1;1
20569;1;1;1;1;1;1;1
20570;1;1;1;1;1;1;1
20571;1;1;1;1;1;1;1
20572;1;1;1;1;1;1;2
20573;1;1;1;1;1;1;2
20574;1;1;1;1;1;1;1
20575;1;1;1;1;1;1;1
20576;1;1;1;1;1;1;1
20577;1;1;1;1;1;1;1
20578;1;1;1;1;1;1;2
20579;1;1;1;1;1;1;2
20580;1;1;1;1;1;1;2
20581;1;1;1;1;1;1;2
20582;1;1;1;1;1;1;2
20583;1;1;1;1;1;1;2
20584;1;1;1;1;1;1;2
20585;1;1;1;1;1;1;2
20586;1;1;1;1;1;1;2
20587;1;1;1;1;1;1;1
20588;1;1;1;1;1;1;2
20589;1;1;1;1;1;1;2
20590;1;1;1;1;1;1;2
20591;1;1;1;1;1;1;2
20592;1;1;1;1;1;1;2
20593;1;1;1;1;1;1;2
20594;1;1;1;1;1;1;2
20595;1;1;1;1;1;1;2
20596;1;1;1;1;1;1;2
20597;1;1;1;1;1;1;2
20598;1;1;1;1;1;1;2
20599;1;1;1;1;1;1;2
20600;1;1;1;1;1;1;1
20601;1;1;1;1;1;1;1
20602;1;1;1;1;1;1;1
20603;1;1;1;1;1;1;2
20604;1;1;1;1;1;1;2
20605;1;1;1;1;1;1;2
20606;1;1;1;1;1;1;2
20607;1;1;1;1;1;1;1
20608;1;1;1;1;1;1;2
20609;1;1;1;1;1;1;2
20610;1;1;1;1;1;1;2
20611;1;1;1;1;1;1;2
20612;1;1;1;1;1;1;2
20613;1;1;1;1;1;1;2
20614;1;1;1;1;1;1;2
20615;1;1;1;1;1;1;2
20616;1;1;1;1;1;1;3
20617;1;1;1;1;1;1;3
20618;1;1;1;1;1;1;2
20619;1;1;1;1;1;1;2
20620;1;1;1;1;1;1;2
20621;1;1;1;1;1;1;2
20622;1;1;1;1;1;1;2
20623;1;1;1;1;1;1;2
20624;1;1;1;1;1;1;3
20625;1;1;1;1;1;1;3
20626;1;1;1;1;1;1;2
20627;1;1;1;1;1;1;2
20628;1;1;1;1;1;1;2
20629;1;1;1;1;1;1;2
20630;1;1;1;1;1;1;2
20631;1;1;1;1;1;1;2
20632;1;1;1;1;1;1;2
20633;1;1;1;1;1;1;2
20634;1;1;1;1;1;1;2
20635;1;1;1;1;1;1;2
20636;1;1;1;1;1;1;2
20637;1;1;1;1;1;1;2
20638;1;1;1;1;1;1;2
20639;1;1;1;1;1;1;1
20640;1;1;1;1;1;1;1
20641;1;1;1;1;1;1;2
20642;1;1;1;1;1;1;2
20643;1;1;1;1;1;1;2
20644;0;1;1;1;1;1;0
20645;1;1;1;1;1;1;2
20646;1;1;1;1;1;1;2
20647;1;1;1;1;1;1;3
20648;1;1;1;1;1;1;3
20649;1;1;1;1;1;1;3
20650;1;1;1;1;1;1;4
20651;1;1;1;1;1;1;5
20652;1;1;1;1;1;1;3
20653;1;1;1;1;1;1;3
20654;1;1;1;1;1;1;4
20655;1;1;1;1;1;1;2
20656;1;1;1;1;1;1;2
20657;1;1;1;1;1;1;1
20658;1;1;1;1;1;1;1
20659;1;1;1;1;1;1;2
20660;1;1;1;1;1;1;1
20661;1;1;1;1;1;1;1
20662;1;1;1;1;1;1;1
20663;1;1;1;1;1;1;4
20664;1;1;1;1;1;1;7
20665;1;1;1;1;1;1;8
20666;1;1;1;1;1;1;7
20667;1;1;1;1;1;1;9
20668;1;1;1;1;1;1;9
20669;0;2;1;1;1;1;11
20670;1;1;1;1;1;1;9
20671;1;1;1;1;1;1;9
20672;1;1;1;1;1;1;9
20673;0;2;1;1;1;1;12
20674;0;2;1;1;1;1;11
20675;0;2;1;1;1;1;10
20676;0;2;1;1;1;1;10
20677;0;2;1;1;1;1;10
20678;0;2;1;1;1;1;10
20679;1;1;1;1;1;1;9
20680;1;1;1;1;1;1;8
20681;1;1;1;1;1;1;7
20682;0;2;1;1;1;1;11
20683;0;2;1;1;1;1;13
20684;0;2;1;1;1;1;13
20685;0;2;1;1;1;1;12
20686;0;2;1;1;1;1;10
20687;0;2;1;1;1;1;10
20688;1;1;1;1;1;1;9
20689;1;1;1;1;1;1;8
20690;1;1;1;1;1;1;7
20691;1;1;1;1;1;1;6
20692;1;1;1;1;1;1;2
20693;1;1;1;1;1;1;2
20694;1;1;1;1;1;1;1
20695;1;1;1;1;1;1;3
20696;1;1;1;1;1;1;1
20697;1;1;1;1;1;1;2
20698;1;1;1;1;1;1;1
20699;1;1;1;1;1;1;2
20700;1;1;1;1;1;1;1
20701;1;1;1;1;1;1;1
20702;1;1;1;1;1;1;2
20703;1;1;1;1;1;1;2
20704;1;1;1;1;1;1;2
20705;1;1;1;1;1;1;1
20706;1;1;1;1;1;1;1
20707;1;1;1;1;1;1;2
20708;1;1;1;1;1;1;1
20709;1;1;1;1;1;1;1
20710;1;1;1;1;1;1;1
20711;1;1;1;1;1;1;2
20712;1;1;1;1;1;1;2
20713;1;1;1;1;1;1;1
20714;1;1;1;1;1;1;2
20715;1;1;1;1;1;1;2
20716;1;1;1;1;1;1;1
20717;1;1;1;1;1;1;1
20718;1;1;1;1;1;1;1
20719;1;1;1;1;1;1;2
20720;1;1;1;1;1;1;1
20721;1;1;1;1;1;1;1
20722;1;1;1;1;1;1;2
20723;1;1;1;1;1;1;3
20724;1;1;1;1;1;1;2
20725;1;1;1;1;1;1;2
20726;1;1;1;1;1;1;1
20727;1;1;1;1;1;1;2
20728;1;1;1;1;1;1;2
20729;1;1;1;1;1;1;2
20730;1;1;1;1;1;1;3
20731;1;1;1;1;1;1;2
20732;1;1;1;1;1;1;2
20733;1;1;1;1;1;1;3
20734;1;1;1;1;1;1;5
20735;1;1;1;1;1;1;4
20736;1;1;1;1;1;1;4
20737;1;1;1;1;1;1;3
20738;1;1;1;1;1;1;4
20739;1;1;1;1;1;1;5
20740;1;1;1;1;1;1;5
20741;1;1;1;1;1;1;4
20742;1;1;1;1;1;1;5
20743;1;1;1;1;1;1;5
20744;1;1;1;1;1;1;4
20745;1;1;1;1;1;1;4
20746;1;1;1;1;1;1;4
20747;1;1;1;1;1;1;3
20748;1;1;1;1;1;1;4
20749;1;1;1;1;1;1;4
20750;1;1;1;1;1;1;4
20751;1;1;1;1;1;1;4
20752;1;1;1;1;1;1;3
20753;1;1;1;1;1;1;5
20754;1;1;1;1;1;1;8
20755;0;2;1;1;1;1;10
20756;1;1;1;1;1;1;6
20757;1;1;1;1;1;1;6
20758;0;2;1;1;1;1;10
20759;0;2;1;1;1;1;13
20760;0;2;1;1;1;1;13
20761;1;1;1;1;1;1;6
20762;1;1;1;1;1;1;2
20763;0;1;1;1;1;1;0
20764;0;1;1;1;1;1;0
20765;1;1;1;1;1;1;1
20766;1;1;1;1;1;1;3
20767;1;1;1;1;1;1;4
20768;0;2;1;1;1;1;11
20769;0;2;1;1;1;1;11
20770;1;1;1;1;1;1;7
20771;1;1;1;1;1;1;5
20772;1;1;1;1;1;1;2
20773;1;1;1;1;1;1;2
20774;1;1;1;1;1;1;2
20775;1;1;1;1;1;1;2
20776;1;1;1;1;1;1;2
20777;1;1;1;1;1;1;1
20778;1;1;1;1;1;1;2
20779;1;1;1;1;1;1;2
20780;1;1;1;1;1;1;2
20781;1;1;1;1;1;1;2
20782;1;1;1;1;1;1;2
20783;1;1;1;1;1;1;2
20784;1;1;1;1;1;1;2
20785;1;1;1;1;1;1;2
20786;1;1;1;1;1;1;2
20787;1;1;1;1;1;1;2
20788;1;1;1;1;1;1;1
20789;1;1;1;1;1;1;1
20790;1;1;1;1;1;1;1
20791;1;1;1;1;1;1;2
20792;1;1;1;1;1;1;4
20793;1;1;1;1;1;1;4
20794;1;1;1;1;1;1;5
20795;1;1;1;1;1;1;5
20796;1;1;1;1;1;1;3
20797;1;1;1;1;1;1;4
20798;1;1;1;1;1;1;4
20799;1;1;1;1;1;1;2
20800;1;1;1;1;1;1;1
20801;0;1;1;1;1;1;0
20802;1;1;1;1;1;1;2
20803;1;1;1;1;1;1;3
20804;1;1;1;1;1;1;1
20805;1;1;1;1;1;1;1
20806;1;1;1;1;1;1;2
20807;1;1;1;1;1;1;1
20808;1;1;1;1;1;1;1
20809;1;1;1;1;1;1;1
20810;1;1;1;1;1;1;1
20811;0;1;1;1;1;1;0
20812;0;1;1;1;1;1;0
20813;1;1;1;1;1;1;2
20814;1;1;1;1;1;1;2
20815;1;1;1;1;1;1;2
20816;1;1;1;1;1;1;3
20817;1;1;1;1;1;1;2
20818;1;1;1;1;1;1;2
20819;1;1;1;1;1;1;1
20820;1;1;1;1;1;1;1
20821;1;1;1;1;1;1;2
20822;1;1;1;1;1;1;2
20823;1;1;1;1;1;1;2
20824;1;1;1;1;1;1;3
20825;1;1;1;1;1;1;2
20826;1;1;1;1;1;1;2
20827;1;1;1;1;1;1;2
20828;1;1;1;1;1;1;2
20829;1;1;1;1;1;1;3
20830;1;1;1;1;1;1;2
20831;1;1;1;1;1;1;2
20832;1;1;1;1;1;1;2
20833;1;1;1;1;1;1;1
20834;1;1;1;1;1;1;1
20835;0;1;1;1;1;1;0
20836;0;1;1;1;1;1;0
20837;0;1;1;1;1;1;0
20838;0;1;1;1;1;1;0
20839;1;1;1;1;1;1;1
20840;1;1;1;1;1;1;2
20841;1;1;1;1;1;1;3
20842;1;1;1;1;1;1;3
20843;1;1;1;1;1;1;4
20844;1;1;1;1;1;1;2
20845;1;2;1;1;1;1;2
20846;1;2;1;1;1;1;4
20847;1;2;1;1;1;1;8
20848;1;2;1;1;1;1;9
20849;0;2;1;1;1;1;10
20850;1;2;1;1;1;1;8
20851;1;2;1;1;1;1;9
20852;0;2;1;1;1;1;10
20853;0;2;1;1;1;1;13
20854;0;2;1;1;1;1;16
20855;0;2;1;1;1;1;16
20856;0;2;1;1;1;1;15
20857;0;2;1;1;1;1;13
20858;0;2;1;1;1;1;12
20859;0;2;1;1;1;1;11
20860;1;2;1;1;1;1;8
20861;1;2;1;1;1;1;7
20862;1;2;1;1;1;1;7
20863;1;2;1;1;1;1;8
20864;1;2;1;1;1;1;8
20865;0;2;1;1;1;1;10
20866;0;2;1;1;1;1;14
20867;0;2;1;1;1;1;16
20868;0;2;1;1;1;1;16
20869;0;2;1;1;1;1;15
20870;0;2;1;1;1;1;16
20871;0;2;1;1;1;1;16
20872;0;2;1;1;1;1;16
20873;0;2;1;1;1;1;16
20874;0;2;1;1;1;1;15
20875;0;2;1;1;1;1;15
20876;0;2;1;1;1;1;13
20877;0;2;1;1;1;1;14
20878;0;2;1;1;1;1;12
20879;0;2;1;1;1;1;11
20880;0;2;1;1;1;1;12
20881;0;2;1;1;1;1;12
20882;0;2;1;1;1;1;12
20883;0;2;1;1;1;1;11
20884;0;2;1;1;1;1;13
20885;0;2;1;1;1;1;13
20886;0;2;1;1;1;1;10
20887;1;1;1;1;1;1;8
20888;1;1;1;1;1;1;7
20889;1;1;1;1;1;1;6
20890;1;1;1;1;1;1;6
20891;1;1;1;1;1;1;6
20892;1;1;1;1;1;1;5
20893;1;1;1;1;1;1;5
20894;1;1;1;1;1;1;5
20895;1;1;1;1;1;1;6
20896;1;1;1;1;1;1;6
20897;1;1;1;1;1;1;6
20898;1;1;1;1;1;1;2
20899;1;1;1;1;1;1;4
20900;1;1;1;1;1;1;4
20901;1;1;1;1;1;1;6
20902;1;1;1;1;1;1;7
20903;1;1;1;1;1;1;7
20904;1;1;1;1;1;1;7
20905;1;1;1;1;1;1;8
20906;1;1;1;1;1;1;7
20907;1;1;1;1;1;1;7
20908;1;1;1;1;1;1;7
20909;1;1;1;1;1;1;6
20910;1;1;1;1;1;1;7
20911;1;1;1;1;1;1;7
20912;1;1;1;1;1;1;6
